NOMBRE DEL SUJETO DE APOYO,NOMBRE DEL PROYECTO,SECTOR ,MONTO
LABORATORIOS GRIFFITH DE MEXICO SA DE CV,DESARROLLO DE MEZCLAS FUNCIONALES PARA LA FABRICACION DE PANES REDUCIDOS EN SODIO.,ALIMENTOS,2203812
RUHRPUMPEN INDUSTRIAL SA DE CV,DESARROLLO TECNOLOGICO Y DE PROTOTIPOS DE UNA NUEVA LINEA DE BOMBAS INDUSTRIALES CON IMPULSOR ABIERTO PARA MANEJO DE FLUIDOS CON SOLIDOS SUSPENDIDOS.,METALMECANICA,1885340
ICG INDUSTRIAL DE MEXICO SA DE CV,DISENO Y DESARROLLO DE NUEVA TECNOLOGIA Y UNIDAD PILOTO PARA LA OBTENCION DE LATEX DE ELASTOMEROS TERMOPLASTICOS Y PLASTOMEROS.,PETROQUIMICA,3427803
QUALTIA ALIMENTOS OPERACIONES S DE RL DE CV,"""DESARROLLO  TECNOLOGICO  EN LA ESTRUCTURA DE LOS PANELES DE AISLAMIENTO TERMICO QUE PERMITA MANTENER LA CADENA DE FRIO REDUCIENDO EL CONSUMO ENERGETICO""",ALIMENTOS,1916169
TERMOLITA SAPI DE CV,"DESARROLLO Y OBTENCION DE SUSTRATOS PARA HORTALIZAS, DE 1A, 2A Y 3A GENERACION, CON FUNCIONALIDADES UNICAS PARA LA ELIMINACION DE ENFERMEDADES Y SUSTITUCION DE IMPORTACIONES, INTEGRANDO METODOLOGIAS ADECUADAS Y NECESARIAS PARA MEXICO.",QUIMICA,3315521
MAGEOTEC SA DE CV,CONTINUACION DEL DESARROLLO TECNOLOGICO DE UN NOVEDOSO IMPLANTE DENTAL DE RAPIDA OSEOINTEGRACION CON ABUTMENT CERAMICO Y MINIPLACAS PARA RECONSTRUCCION MANDIBULAR,BIOTECNOLOGIA,3476810
PARALLEL OPERADORA DE NEGOCIOS SA DE CV,DISENO DEL PROCESO DE RECONVERSION DE BITUMENES DE GRADO A PARTIR DE PASTAS DE HIDROCARBURO INTEMPERIZADO.,PETROQUIMICA,8185100
KRHAL POWDER COATINGS SA PI DE CV,DESARROLLO DE NUEVOS PRODUCTOS DE PINTURA EN POLVO MEDIANTE EL USO DE LA NANOTECNOLOGIA,QUIMICA,4465700
ALCOHOLES PROCESADOS SA DE CV,"DISENO Y DESARROLLO DE UN NUEVO PRODUCTO ANTISEPTICO CON EMOLIENTES E IMPREGNACION DE INDICADORES DE PRESENCIA, ENVASADOS EN DIVERSAS PRESENTACIONES DE APLICACION DESECHABLE PARA LA ASEPSIA QUIRURGICA SOBRE LA PIEL  Y PREVENIR INFECCIONES POST QUIRURGICA",SALUD,5804745
DEACERO SA DE CV,"DISENO DE LOS PROTOTIPOS DE EQUIPOS PARA EL DESARROLLO DE NUEVOS PRODUCTOS DE CLAVO DE ACERO PARA PISTOLA, ALFILERILLO, CONCRETO, ENTRE OTROS.",SIDERURGIA,6318089
PICSA DE MEXICO INTERNACIONAL SA DE CV,DESARROLLO DE UN PLANTA PILOTO PARA PRODUCIR CORTES Y MILANESAS DE RES Y POLLO A PARTIR DE PROTEINAS VEGETALES,ALIMENTOS,3829491
FRUTECH INTERNATIONAL CORPORATION DE MEXICO SA DE CV,PROCESOS DE DESTILACION MOLECULAR PARA OBTENCION DE ESPECIALIDADES CITRICAS DE ALTO VALOR DENTRO DEL CONSORCIO FRUTECH-CIATEJ,BIOTECNOLOGIA,1778494
ACUMULADORES OMEGA SA DE CV,DESARROLLO Y OPTMIZACION TECNOLOGICA DE UN SISTEMA DE REFINACION ELECTROLITICA PARA LA OBTENCION DE PLOMO DE ALTA PUREZA A PARTIR DE PASTAS RESIDUALES.,AUTOMOTRIZ,6955926
LABORATORIOS GRIFFITH DE MEXICO SA DE CV,DESARROLLO DE TECNOLOGIAS Y PROCESOS QUE PERMITAN LA CAPTURA Y RETENCION DE SABORES FRESCOS EN SALSAS CON VEGETALES.,ALIMENTOS,2627614
LABORATORIOS GRIFFITH DE MEXICO SA DE CV,DESARROLLO DE TECNOLOGIAS Y PROCESOS PARA LA FABRICACION DE PRODUCTOS DE QUESO Y YOGURT QUE NO REQUIERAN REFRIGERACION.,ALIMENTOS,2416336
PROLEC GE INTERNACIONAL S DE RL DE CV,TRANSFORMADORES DE BAJAS PERDIDAS DE ENERGIA CON ACEROS ELECTRICOS AVANZADOS  (ETAPA 6: EVALUACION DEL CONTROL DE ESFUERZOS RESIDUALES DEL NUCLEO EN SU DESEMPENO ELECTROMAGNETICO A TRAVES DE INNOVACIONES EN PROCESAMIENTO),ELECTRICA,1650622
ALFA GRUPO TECNOLOGICO SA DE CV,DISENO Y DESARROLLO DE LA UNIDAD DE PROCESO PARA UNA PRENSA HIDROSTATICA QUE MEJORE EL PROCESAMIENTO DE ALIMENTOS QUE PERMITA AUMENTAR LA VIDA DE ANAQUEL.,ALIMENTOS,4455841
ALFA GRUPO TECNOLOGICO SA DE CV,MEJORA DE LA EFECTIVIDAD DE UN SISTEMA AGROAMBIENTAL SOBRE DIVERSAS ESTRATEGIAS DE CLIMATIZACION PARA ZONAS CALIDAS Y DETERMINACION DE LOS EFECTOS FISIOLOGICOS DERIVADOS DE LA FOTO SINTONIZACION Y MANIPULACION DE LA RADIACION EN CULTIVOS BAJO ESTRES AMBI,AGROINDUSTRIAL,5040060
GRUPO COMERCIAL LGM SA DE CV,DISENO Y DESARROLLO DE MODULADOR DE FLUJO ELECTROMAGNETICO PARA MOTORES ELECTRICOS CON APLICACION DE ALTO TORQUE PARA EL AHORRO DE ENERGIA ELECTRICA.,ELECTRONICA,5418649
TOOLS & SERVICES DE MEXICO SA DE CV,DISENO Y DESARROLLO DE INCREMENTO DE ALTO ESPECTRO DE FOTOSINTONIZACION Y AUTOMATIZACION DE EQUIPO TERAPEUTICO CON ESTUDIOS METABOLICO MOLECULAR EN PACIENTES CON SOBREPESO Y OBESIDAD Y DE BIOMARCADORES CARDIOVASCULARES EN TENISTAS DE COMPETENCIA.,SALUD,5338348
SIERRA MADRE TUBULARES SA DE CV,DISENO Y FABRICACION DE UNA PLANTA PILOTO PARA EL DESARROLLO DE NUEVOS PRODUCTOS A PARTIR DE PLASTICOS RECICLADOS.,PLASTICOS,6997729
ALIMENTOS SANTA ISABEL SA DE CV,"FORTALECIMIENTO DE LAS AREAS DE INVESTIGACION APLICADA Y DESARROLLO PARA PROPORCIONAR MEJORAS TECNOLOGICAS DESTINADAS A HACER UN USO MAS EFICIENTE DE LA ENERGIA Y RECURSOS: SEGUNDA ETAPA, DIVERSIFICACION A PRODUCTOS CONGELADOS.",ALIMENTOS,7873276
SISTEMAS AEREOS DE ANALISIS DE AVANZADA SA DE CV,DESARROLLO DE DISPOSITIVO UAS DE PERCEPCION REMOTA PARA ANALISIS INTELIGENTE DE SUELOS APLICADO EN AGRICULTURA,AEROESPACIAL,773300
DEMAQ TECHNOLOGIES SA DE CV,"DESARROLLO DE SISTEMA PILOTO DE METROLOGIA, DIMENSIONAL Y GEOMETRICA EN LINEA USANDO TECNOLOGIAS DE VISION 3D SUPERFICIAL. ETAPA 1.",METALMECANICA,1902500
HERRAMIENTAS ALMEK SA DE CV,DISENO Y DESARROLLO DE NUEVOS HERRAMENTALES PARA LA INDUSTRIA AUTOMOTRIZ,AUTOMOTRIZ,7310000
CERVECERIA CUAUHTEMOC MOCTEZUMA SA DE CV,OPTIMIZACION DEL PROCESO CERVECERO A PARTIR DE LA INNOVACION TECNOLOGICA EN ALIANZA CON UNIVERSIDADES Y CENTROS DE INVESTIGACION.,BIOTECNOLOGIA,9293212
PINTURAS THERMICAS DEL NORTE SA DE CV,"IDTI DE FOTOCATALIZADORES ACTIVOS A LUZ-UV ELIMINANDO NOX PARA IMPERMEABILIZANTES ACRILICOS CON PROCESO PRECURSOR, PARA MERCADOS SUSTENTABLES DE EXPORTACION Y DE HIPOTECA VERDE NACIONAL.",QUIMICA,9388054
NEMAK SA,BANCO EXPERIMENTAL PARA LA EVALUACION DEL EFECTO DE LA FATIGA TERMICA EN EL DISENO DE CABEZAS AUTOMOTRICES DE ALTA DENSIDAD DE POTENCIA .,AUTOMOTRIZ,5597177
PICSA DE MEXICO INTERNACIONAL SA DE CV,DESARROLLO PILOTO DE BEBIDAS NATURALES A BASE DE MUCILAGO DE NOPAL.,ALIMENTOS,3369503
NUTEC BICKLEY SA DE CV,PLATAFORMA DE EXPERIMENTACION: MODELACION Y PARAMETRIZACION DE SISTEMAS OVEN-QUENCH (HORNO Y TEMPLADO) DE ALTA PRECISION PARA LA INDUSTRIA AEROESPACIAL,MAQUINARIA INDUSTRIAL,4755701
RECICLADORA INDUSTRIAL DE ACUMULADORES SA DE CV,"RECUPERACION Y CO-PROCESAMIENTO DE LOS COMPONENTES DE LA ESCORIA DE FUNDICION DE PLOMO SECUNDARIO, VIA TRATAMIENTO METALURGICO",METALURGIA,2599546
VITRO VIDRIO Y CRISTAL SA DE CV,"DISENO Y DESARROLLO DEÿ LABORATORIO DE APLICACION DE PARTICULAS NANO METRICAS SOBRE VIDRIO PLANO, CON TECNOLOGIA DE TRANSFERENCIA DE IONES POR DESCARGAS O CHISPAS FORMADAS EN PLASMA (SPUTTERING) PARA UNA FAMILIA DE NUEVOS PRODUCTOS.",CONSTRUCCION,3589500
EBCOMM SA DE CV,DESARROLLO DE UNA SOLUCION ROBUSTA BASADA EN 4 PLATAFORMAS TECNOLOGICAS INNOVADORAS PARA POTENCIAR EL MERCADO E-BUSSINES.,TECNOLOGIAS DE LA INFORMACION,11763285
VITRO VIDRIO Y CRISTAL SA DE CV,DESARROLLO DE UN PROCESO INNOVADOR DE ACTIVACION MECANO-QUIMICA PARA ACELERAR LA FUSION DE MATERIALES UTILIZADOS EN LA FABRICACION DE VIDRIO PLANO Y OBTENER VENTAJAS COMPETITIVAS Y ECOLOGICAS.,CONSTRUCCION,3403700
TECNOLOGIA Y DISENOS 2000 SA DE CV,LABORATORIO DE PROTOTIPOS PARA FLECHA FUSIBLE INTELIGENTE UTILIZANDO LA EROSION  PARA PROGRAMAR SU RUPTURA.,AEROESPACIAL,4532800
TENEDORA NEMAK SA DE CV,MANEJO SUSTENTABLE DE ESCORIAS DE FUNDICION DE ALUMINIO.,METALURGIA,4257652
CRONITE DE MEXICO S DE RL DE CV,DESARROLLO DE UN PROCESO NOVEDOSO PARA LA FABRICACION DE PIEZAS COMPLEJAS EN SUPERALEACIONES RESISTENTES A FATIGA TERMICA,MAQUINARIA INDUSTRIAL,2118275
INFORMATICA DALAI SA DE CV,"PLATAFORMA TECNOLOGICA DE PROCESAMIENTO DE CONTENIDO, ALMACENAMIENTO MASIVO Y DISTRIBUCION DE INFORMACION AGNOSTICA",TECNOLOGIAS DE LA INFORMACION,1276552
FOOD SOLUTIONS SA DE CV,DESARROLLO TECNOLOGICO DE UNA LINEA INNOVADORA DE FRUTAS DE CUARTA GAMA Y BEBIDAS FUNCIONALES INCREMENTANDO LA VIDA UTIL Y MAXIMIZANDO LAS PROPIEDADES NUTRIMENTALES Y NUTRACEUTICAS,ALIMENTOS,9954187
ESCALERAS S DE RL DE CV,APLICACION DE LAS TECNICAS DE OPTIMIZACION ESTRUCTURAL Y DESARROLLO DE MATERIALES PARA EL DISENO E INGENIERIA DE UN PROTOTIPO DE ESCALERA ULTRA LIGERA TIPO EXTENSION (FASE 2,METALMECANICA,7001502
BMC MEDICAL MANUFACTURING SA DE CV,"SISTEMA DE MANUFACTURA PARA EL DESARROLLO DE NUEVOS DISENOS DE PROTOTIPOS DE DISPOSITIVOS MEDICOS Y DISENO DEL PROCESO, CONSISTENTES EN CATETERES BALON PERIFERICOS PARA VASOS TIBIALES Y POPLITEO",SALUD,5600144
VITRO VIDRIO Y CRISTAL SA DE CV,DESARROLLO DE UN NUEVO PROCESO DE AGLOMERACION (PELLETIZING) DE MATERIAS PRIMAS CON IMPACTO SIGNIFICATIVO AL MEDIO AMBIENTE,CONSTRUCCION,3518378
VITRO VIDRIO Y CRISTAL SA DE CV,APLICACION DE TECNICAS DE DEPOSITO DE VAPOR QUIMICO DE MATERIALES PARA DESARROLLAR NUEVOS RECUBRIMIENTOS FUNCIONALES PARA VIDRIO PLANO.,CONSTRUCCION,7447685
AMS MEDIA SA DE CV,TID RUNER PARTE 2 VIDEOJUEGO PARA DESARROLLAR ESTRATEGIAS PARA AFRONTAR LA ANSIEDAD MEDIANTE CONTROLADORES PSICOLOGICOS,TECNOLOGIAS DE LA INFORMACION,2213651
TRANSPORTES Y SERVICIOS LOGISTICS UP S DE RL DE CV,AEROCLEAN PRO - PLATAFORMA AERONAUTICA AVANZADA PARA ACTIVIDADES DE MRO EN AERONAVES CLASE 4 Y 5.,AEROESPACIAL,8849662
GERSA MONTERREY SA DE CV,DISENO Y CONSTRUCCION DEL PROTOTIPO INDUSTRIAL DE CELDA ROBOTIZADA PARA FUNDICION Y COPELACION,MINERIA,3399004
ESTUDIO DE DISENO SUIT S DE RL DE CV,DISENO Y DESARROLLO DE PROTOTIPOS RAPIDOS PARA COMPONENTES AUTOMOTRICES Y AERONAUTICO.,AEROESPACIAL,602050
GRUPO CHEN S DE RL DE CV,"DESARROLLO DE UN MODELO PARA LA INCORPORACION Y PARTICIPACION DE PYMES PRODUCTORAS DE QUESOS REGIONALES EN EL MERCADO NACIONAL, FUNDAMENTADO EN UNA NUEVA PLATAFORMA TECNOLOGICA DE QUESOS FRESCOS QUE CONSIDERA PASTEURIZACION EN FRIO Y NUEVAS TECNOLOGIAS",ALIMENTOS,14654753.71
SIGMA ALIMENTOS NORESTE SA DE CV,"DESARROLLO DE NUEVOS PRODUCTOS BASADOS EN LA PLATAFORMA TECNOLOGICA DE QUESOS PROCESADOS, MEDIANTE LA APLICACION DE TECNOLOGIAS DE FORMADO Y EXTRUSION PARA INCREMENTAR LA COMPETITIVIDAD DE LA EMPRESA",ALIMENTOS,6496611
NEMAK SA,DESARROLLO DE TECNOLOGIAS LIMPIAS PARA EL MAQUINADO DE ALEACIONES DE ALUMINIO PARA MOTORES DE ALTA EFICIENCIA.,AUTOMOTRIZ,4452138
KATCON SA DE CV,"INVESTIGACION, DESARROLLO Y VALIDACION DE TECNOLOGIAS DE UNION AVANZADAS EN SISTEMAS DE ESCAPE DE VEHICULOS AUTOMOTRICES PARA EL CUMPLIMIENTO DE REGULACIONES DE EMISIONES AMBIENTALES",AUTOMOTRIZ,19951665
KATCON SA DE CV,DESARROLLO DE COMPUESTOS HIBRIDOS REFORZADOS CON FIBRAS PARA LA FABRICACION DE PROTOTIPOS DE COMPONENTES ENFOCADOS A LA INDUSTRIA AUTOMOTRIZ,AUTOMOTRIZ,17522000
VIAKABLE SA DE CV,PLATAFORMA EXPERIMENTAL PARA EVALUACION RAPIDA DE ENVEJECIMIENTO ELECTRICO DE AISLAMIENTOS PARA CABLES ECOLOGICOS DE MEDIA TENSION,ELECTRICA,2669355
INTERKEM DE MEXICO S DE RLMI,DISENO MACROMOLECULAR DE MATERIALES POLIMERICOS HIDROSOLUBLES PARA LA MANUFACTURA EN ESCALA DE ADITIVOS INDUSTRIALES  DE ESPECIALIDAD,QUIMICA,3213787
GEOS DESARROLLO SUSTENTABLE S.DE RL DE CV,SISTEMA ELECTRONICO DE MANEJO DE AGUA PARA EDIFICACION SUSTENTABLE,CONSTRUCCION,2632602
LOGYKOPT SA DE CV,VALIDACION Y DESARROLLO DE NUEVOS MODULOS DEL PROYECTO DE PLANEACION ESTRATEGICA PARA LINEAS DE MANUFACTURA CON MAQUINAS DE INYECCION DE PLASTICO ENFOCADA A LA REDUCCION DE CONGESTION Y TIEMPO.,TECNOLOGIAS DE LA INFORMACION,2200724
CONTROL ESTRATEGICO Y TECNOLOGICO EMPRESARIAL SA DE CV,"DESARROLLO DE UNA PLATAFORMA TECNOLOGICA PARA LA VALUACION, CALCULO DE DANOS, MONITOREO REMOTO Y EN TIEMPO REAL DE SINIESTROS EN VEHICULOS MOTORIZADOS.",TECNOLOGIAS DE LA INFORMACION,3916171
GRUPO PERFIMEXA SA DE CV,DESARROLLO PILOTO DE UN NUEVO POSTE ESTACON DE ACERO 1075 A PARTIR DE RIEL DE FERROCARRIL RECICLADO MEDIANTE ROLADO EN CALIENTE,SIDERURGIA,4556250
VITRO VIDRIO Y CRISTAL SA DE CV,"DESARROLLO DE CELDAS SOLARES CON MATERIALES NANOESTRUCTURADOS INNOVADORES, DEPOSITADOS SOBRE SUSTRATOS DE VIDRIO, UTILIZANDO TECNOLOGIAS DE VANGUARDIA.",CONSTRUCCION,2856400
FUNDICION AGUILAS SA DE CV,"DESARROLLO DE NUEVAS ALEACIONES DE HIERRO DUCTIL AUSTEMPERIZADO SUSTENTABLE UNICAS EN NUESTRO PAIS, PARA CONTRIBUIR A LA REDUCCION DE EMISIONES DE GASES DE EFECTO INVERNADERO.",METALURGIA,14479022
INDUSTRIAL ORGANICA SA DE CV,SINTESIS VERDE Y FORMULACION DE NUEVOS CAROTENOIDES MEJORADOS QUE AYUDAN A PREVENIR LA DEGENERACION MACULAR EN LAS PERSONAS,ALIMENTOS,1389120
CREST NORTEAMERICA SA DE CV,"DESARROLLO, CARACTERIZACION Y OPTIMIZACION DE LA POLIMERIZACION DEL LATEX ESTIRENO-ACRILICO CON EXCELENTES PROPIEDADES HIDROFOBICAS PARA RECUBRIMIENTOS ELASTOMERICOS SUSTENTABLES",QUIMICA,4065407
CREST NORTEAMERICA SA DE CV,"DISENO, DESARROLLO E IMPLEMENTACION TECNOLOGICA DE UNA PLANTA PILOTO PARA SINTETIZAR UNA MEMBRANA ANTIFRACTURA BASE POLIURETANO",QUIMICA,924980
COLOROBBIA MEXICO SA DE CV,NUEVAS FORMULACIONES DE ESMALTES CERAMICOS QUE POTENCIALICEN EL RENDIMIENTO CROMATICO DE TINTAS DIGITALES EN TECNOLOGIA INK-JET (TECNOLOGIA LIMPIA),QUIMICA,3956225
COLOROBBIA MEXICO SA DE CV,"DESARROLLO DE UNA MATERIA PRIMA ALTERNATIVA, A TRAVES DE UN PROCESO SUSTENTABLE, PARA SU APLICACION EN FORMULACIONES DE FRITAS, SERIGRAFIAS Y ESMALTES CERAMICOS, A PARTIR DEL DESECHO PROVENIENTE DE LA FABRICACION DE MATERIALES REFRACTARIOS. ETAPA II",QUIMICA,3806850
PRODUCTORA DE BOCADOS CARNICOS SA DE CV,"DESARROLLO DE NUEVOS PRODUCTOS CARNICOS DE ALTO VALOR AGREGADO, ASI COMO EL FORTALECIMIENTO DEL AREA DE INVESTIGACION DE LA EMPRESA",ALIMENTOS,2303915
CONDUCTORES MONTERREY SA DE CV,PLATAFORMA EXPERIMENTAL PARA DESARROLLO DE TECNOLOGIA DE CORRUGADO METALICO EN CABLES ELECTRICOS PARA LA INDUSTRIA PETROLERA,ELECTRICA,2146800
ZENTENO PRODUCTOS SA DE CV,DISENO Y DESARROLLO INNOVADOR DE UN EQUIPO ELECTRONICO AUTOMATICO PARA LA DOSIFICACION DE PRODUCTOS HIGIENICOS EVITANDO CONTAMINACIONES CRUZADAS EN CENTROS DE SALUD,MECATRONICA,4809500
USG MEXICO SA DE CV,"DISENO Y DESARROLLO DE PANELES PARA LA CONSTRUCCION MARCA DUROCK, BASE CEMENTO PORTLAND CON CENIZA VOLANTE, PARA OPTIMIZACION TECNICA, ECONOMICA Y AMBIENTAL",CONSTRUCCION,2006966.2
ICA INGENIERIA SA DE CV,COMPUESTOS QUIMICOS PARA MEJORAR LAS PROPIEDADES DE AGREGADOS PETREOS CONTAMINADOS CON ARCILLA CON EL FIN DE USARLOS EN LA PRODUCCION DE CONCRETO HIDRAULICO.,CONSTRUCCION,2156966
SAFE ENVIRONMENT SERVICES DE MEXICO SA DE CV,"DISENO CONSTRUCCION Y OPERACION DE UN SISTEMA NEUMATICO MULTIPLE DE MONITOREO CON TECNOLOGIA OA-ICOS PARA LA DETECCION TEMPRANA DE GASES TOXICOS O EXPLOSIVOS EN PLATAFORMAS MARINAS, PERFORACION DE POZOS PETROLEROS Y PLANTAS INDUSTRIALES",EQUIPO DE MEDICION Y CONTROL,5500397
AGMEL SA DE CV,"ESCALAMIENTO PRE INDUSTRIAL, FORMULACION DE UN NUTRACEUTICO DE EXTRACTO DE CONCENTRADO DE SAVIA DE AGAVE CON ACTIVIDAD ANTI CANCERIGENA",BIOTECNOLOGIA,1381125
INDUSTRIAS LAREL SA DE CV,PROTOTIPO PILOTO DE NUEVA CORTADORA DE ACERO 1075 DE ALTA EFICIENCIA DISENADA PARA OPTIMIZAR EL RECICLADO DE RIEL DE FERROCARRIL,MAQUINARIA INDUSTRIAL,4190200
CLINICA DEL AZUCAR SAPI DE CV,MODELOS MATEMATICOS PARA CARACTERIZACION Y PREDICCION DE PATRONES PARA INCREMENTAR LA EFICACIA DEL TRATAMIENTO DE PACIENTES CON DIABETES,TECNOLOGIAS DE LA INFORMACION,1235615
HEALTH ANGEL MONITOR SYSTEMS S DE RL DE CV,"DESARROLLO DE UNA PLATAFORMA TECNOLOGICA PARA LA CAPTURA, MONITOREO REMOTO Y DISTRIBUCION DE LA INFORMACION DE PARAMETROS MEDICOS EN TIEMPO REAL, LA CUAL TENDRA CONECTIVIDAD PARA EL ENVIO DE LOS RESULTADOS.",TECNOLOGIAS DE LA INFORMACION,2028000
INGENIERIA EN ALIMENTOS IDEA SA DE CV,"EVALUACION TOXICOLOGICA Y VALIDACION DEL EFECTO ANTIOXIDANTE DE UN CONCENTRADO DE ALGAS MARINAS, CON ELEVADOS NIVELES DE FUCOIDAN Y FUCOXANTINAS, PARA APLICACION TOPICA",ALIMENTOS,2196582
INTERNACIONAL DE PRODUCTOS Y SEMILLAS SA DE CV,DESARROLLO DE UNA BARRA NUTRITIVA CON INGREDIENTES NATURALES Y BAJO CONTENIDO CALORICO,ALIMENTOS,1127050
VITAGENESIS SA DE CV,FARMACOGENETICA DE LA DIABETES MELLITUS TIPO 2,BIOTECNOLOGIA,4493510
NANOMAT SA DE CV,DESARROLLO DE NANO-COMPUESTO POLIMERICO EN MASTER BATCH A BASE DE NANOPARTICULAS METALICAS Y CERAMICAS CON PROPIEDADES ANTIBACTERIANAS PARA SU USO EN ENSERES DOMESTICOS,PLASTICOS,2190000
NUEVAS ALTERNATIVAS NATURALES THERMAFAT SAPI DE CV,TERMOGENESIS; UNA ALTERNATIVA TERAPEUTICA CONTRA LA OBESIDAD,SALUD,2168703
HOSPITAL SAN LUCAS DE MONTERREY SA DE CV,"""EFICACIA Y SEGURIDAD DEL IMPLANTE DE CELULAS MESENQUIMALES AUTOLOGAS EN PACIENTES DE DIABELTES MELLITUS TIPO 2 PARA CORREGIR DEFICIENCIA DE PRODUCCION DE INSULINA""",SALUD,3292136
REGIO METROLOGY SA DE CV,DISENO Y DESARROLLO DE UN INNOVADOR EQUIPO PROTOTIPO DE AEROGENERADOR EOLICO TIPO ESFERICO CON CAPACIDAD DE 2KW Y 4KW QUE COADYUVE A DISMINUIR LA PROBLEMATICA ENERGETICA DEL PAIS Y MEJORE LA ECONOMIA DE LAS FAMILIAS.,ENERGIA,6279145
CORPORACION THEOREMA SA DE CV,DISENO Y DESARROLLO DE 2 UNIDADES HIDRAULICAS PROTOTIPO UTILIZANDO TECNOLOGIA INNOVADORA QUE PERMITA EL APROVECHAMIENTO EFICIENTE DE LOS REMANENTES DE PETROLEO Y SUBPRODUCTOS DEL SUBSUELO EN POZOS EN DECADENCIA.,PETROQUIMICA,8138125
CORPORACION INDUSTRIAL DE MOLDEO SA DE CV,INGENIERIA BIO SUMERGIBLE EN VALVULAS AHORRADORAS DE AGUA,PLASTICOS,2200820
CORPORACION EN INVESTIGACION TECNOLOGICA E INFORMATICA SAPI DE CV,DESARROLLO DE UNA PLATAFORMA TECNOLOGICA PARA IMPULSAR LA RECARGA Y/O EL PAGO DE  SERVICIOS COMO NUEVA FORMA PARA FACILITAR A USUARIOS SU ACCESO Y EXTENDER ESTA FACULTAD A LOS PEQUENOS Y MEDIANOS COMERCIOS MEXICANOS.,TECNOLOGIAS DE LA INFORMACION,3922782
LIQUIDTEK SA DE CV,"OPTIMIZACION DE SISTEMA INNOVADOR DE TRATAMIENTO DE AGUAS RESIDUALES AUMENTANDO EFICIENCIA, REDUCIENDO COSTO Y CONSUMO ENERGETICO.",BIOTECNOLOGIA,3066000
INGEAGUA DE MEXICO Y SERVICIOS SA DE CV,"DISENO, PROGRAMACION E IMPLEMENTACION DEL SOFTWARE INNOVADOR PARA LA ADMINISTRACION  INTEGRAL DE UN ORGANISMO OPERADOR DE AGUA",TECNOLOGIAS DE LA INFORMACION,3419873
REACCIONES QUIMICAS SA DE CV,DESARROLLO DE UNA RESINA VINILESTER CON APLICACION A SECTORES INDUSTRIALES DE ALTO DESEMPENO PARA EL MERCADO INTERNACIONAL,AEROESPACIAL,3077272
SOLUCIONES EN TELEMETRIA SADECV,DESARROLLO DE UNA PLATAFORMA INFORMATICA PARA EL CENSADO REMOTO DE PARAMETROS QUE SE OBTIENEN DE LA COMPUTADORA DE UN VEHICULO CON PROTOCOLO CAN BUS,TECNOLOGIAS DE LA INFORMACION,764550
COMPANIA GENERAL DE VIVERES SA DE CV,DESARROLLO DE UN PRODUCTO ALIMENTICIO ALTAMENTE NUTRICIONAL E INNOVADOR A BASE DE LENTEJA ESTABILIZADA TERMICAMENTE.,ALIMENTOS,3387091
DELAWARE SOFTWARE SA DE CV,IMPLEMENTACION,TECNOLOGIAS DE LA INFORMACION,469872
CENTRO DE ESTUDIOS Y DESARROLLO ACTIVO EN INNOVACION ARQUITECTURA Y URBANISMO SA DE CV,"NUEVA METODOLOGIA INTEGRANDO LAS TECNOLOGIAS DE TELEDETECCION, SIG, Y DISENO PARAMETRICO APLICADO AL ORDENAMIENTO TERRITORIAL Y URBANO",TELECOMUNICACIONES,2058081
CAPACITACION Y CONSULTORIA DE NEGOCIOS SA DE CV,SISTEMA INTEGRAL PARA EL REGISTRO Y MONITOREO DEL CONSUMO ELECTRICO INDUSTRIAL (CCN ENERGY MONITOR),EQUIPO DE MEDICION Y CONTROL,1651132
PRODUCTORES DE AGAVACEAE OAXAQUENA SA DE CV,ESCALAMIENTO PILOTO Y EVALUACION DEL EFECTO PREBIOTICO DE UNA BEBIDA ENRIQUECIDA CON INULINA DE AGAVE,AGROINDUSTRIAL,3854842
CORVELIS DESARROLLOS SA DE CV,"DISENO Y DESARROLLO DE UNA PLATAFORMA COMPUTACIONAL PARA LA DETECCION DE INFORMACION REQUERIDA POR LA UIF DE LA SHCP, QUE INCLUYE EL ANALISIS MATEMATICO DE GRANDES VOLUMENES DE INFORMACION (BIG DATA)",TECNOLOGIAS DE LA INFORMACION,3158245
PROCESADORA DE LACTEOS LA NONA SPR DE RL,DISENO Y DESARROLLO DE SISTEMA PILOTO PARA LA FABRICACION DE QUESO OAXACA (QUESILLO) QUE IMPLEMENTE UN PROCESO CERTIFICADO PARA GARANTIZAR LA CALIDAD DEL PRODUCTO,ALIMENTOS,4994700
INFRAOAX SA DE CV,"SANITARIO ECOLOGICO MAXI-AHORRADOR DE AGUA, FASE 2: DISENO DEL SISTEMA DE TRATAMIENTO DE RESIDUOS AUTOSUSTENTABLE",CONSTRUCCION,1882645
DAJEC COMPUTACION SA DE CV,INNOVACION DE SISTEMA DOMOTICO PARA LA LIBERACION INTELIGENTE CON CONTROL DE CAUDALES DE AGUA EN INODOROS Y OPTIMIZACION DEL MECANISMO  ELECTROMECANICO DE LAVAMANOS Y REGADERAS,ELECTRONICA,3268514
VIBRO PRODUCTOS DE OAXACA SA DE CV,PROTOTIPO DE CIMIENTO PREFABRICADO DE CONCRETO ARMADO PARA LA CONSTRUCCION DE VIVIENDA CONVENCIONAL (TERCERA Y ULTIMA FASE),CONSTRUCCION,3712755
